A,B,C
0.0063,0.0068,0.0067
0.0045,0.0054,0.0051
0.0038,0.0037,0.0038
0.0046,0.0046,0.0048
0.0062,0.0062,0.0063
0.0048,0.0044,0.0052
0.0039,0.0053,0.0051
0.0032,0.003,0.0034
0.0073,0.0065,0.0072
0.0102,0.0091,0.0104
0.0082,0.0094,0.0099
0.0051,0.0042,0.0048
0.0047,0.0053,0.0054
0.0062,0.0059,0.0065
0.008,0.008,0.0087
0.0095,0.0087,0.0094
0.0025,0.0026,0.0026
0.0043,0.0046,0.0045
0.004,0.0043,0.0043
0.0041,0.0048,0.0045
0.0032,0.0044,0.004
0.0046,0.0059,0.0055
0.0046,0.0053,0.0051
0.0045,0.0064,0.0059
0.0076,0.0113,0.01
0.0048,0.0081,0.0073
0.0102,0.0064,0.0094
0.0073,0.0059,0.0075
0.0089,0.0101,0.0098
0.0139,0.0107,0.0136
0.0046,0.0047,0.0047
0.0049,0.0034,0.0042
0.0052,0.0052,0.0054
0.0055,0.0059,0.0058
0.0054,0.0057,0.0056
0.0059,0.0061,0.0062
0.0045,0.0047,0.0049
0.0056,0.0051,0.0056
0.0093,0.0103,0.0102
0.009,0.0099,0.0097
0.0068,0.0058,0.0066
0.0041,0.0041,0.0044
0.0042,0.0058,0.0054
0.0058,0.0057,0.0066
0.0072,0.0069,0.0075
0.004,0.0044,0.0046
0.005,0.0039,0.005
0.0047,0.0048,0.0052
0.0058,0.0058,0.0064
0.0029,0.0032,0.0034
0.0062,0.0059,0.0065
0.004,0.0038,0.0044
0.0035,0.0034,0.0042
0.0055,0.0053,0.0057
0.002,0.0025,0.0025
0.0052,0.0056,0.0057
0.0081,0.0064,0.0076
0.0068,0.0064,0.0068
0.0069,0.0069,0.0071
0.0057,0.0056,0.0068
0.0059,0.0052,0.0064
0.0061,0.0056,0.0066
0.0069,0.0053,0.0074
0.0027,0.0053,0.0043
0.0069,0.0084,0.0081
0.0056,0.0055,0.006
0.0072,0.0086,0.0086
0.0074,0.0084,0.0081
0.0092,0.0096,0.0097
0.0068,0.0057,0.0066
0.0081,0.0082,0.0086
0.0055,0.005,0.0056
0.0067,0.006,0.0068
0.004,0.0045,0.0043
0.0043,0.0051,0.0048
0.0039,0.004,0.004
0.0056,0.0063,0.006
0.004,0.0037,0.0039
0.0034,0.0051,0.0046
0.0066,0.0053,0.0063
0.0051,0.0045,0.0052
0.0057,0.0041,0.0055
0.0051,0.0065,0.0064
0.0042,0.0038,0.0042
0.0074,0.0071,0.008
0.0056,0.0046,0.0057
0.0053,0.0041,0.0057
0.0056,0.0053,0.0064
0.0033,0.0032,0.0034
0.0046,0.0031,0.0046
0.007,0.0044,0.007
0.007,0.0044,0.0071
0.0063,0.0046,0.006
0.003,0.0037,0.0034
0.0045,0.0017,0.0072
0.006,0.0035,0.0081
0.0033,0.0036,0.0036
0.0094,0.0087,0.0092
0.0135,0.012,0.0129
0.0084,0.0077,0.0082
0.0072,0.0084,0.008
0.0072,0.0068,0.0072
0.0053,0.0056,0.0055
0.0086,0.0102,0.0096
0.0057,0.0063,0.0061
0.0095,0.0087,0.0093
0.0068,0.0076,0.0075
0.0045,0.0049,0.0048
0.0101,0.0109,0.0106
0.0072,0.0071,0.0074
0.0069,0.0073,0.0074
0.0054,0.0052,0.0054
0.0107,0.0112,0.0112
0.0052,0.005,0.0052
0.0032,0.004,0.0038
0.0083,0.0073,0.0081
0.0082,0.0067,0.0077
0.0054,0.0046,0.005
0.0047,0.0048,0.0055
0.003,0.0031,0.0039
0.0036,0.003,0.0041
0.0045,0.0041,0.0044
0.0074,0.0076,0.0081
0.0075,0.0081,0.008
0.0054,0.005,0.0053
0.0102,0.0071,0.0102
0.0044,0.005,0.005
0.0094,0.009,0.0095
0.0086,0.0073,0.0083
0.0089,0.0085,0.0089
0.0117,0.0117,0.0126
0.0051,0.0055,0.0057
0.0094,0.0092,0.0094
0.0037,0.0045,0.0043
0.0058,0.0079,0.0074
0.0056,0.0052,0.0061
0.0035,0.0059,0.0072
0.0046,0.0058,0.0076
0.0079,0.0084,0.0084
0.0068,0.0065,0.0069
0.0057,0.006,0.0062
0.0088,0.0073,0.0082
0.006,0.0083,0.0089
0.0065,0.0066,0.0072
0.0073,0.0068,0.0075
0.0032,0.0038,0.0036
0.0046,0.0052,0.005
0.0041,0.0038,0.0041
0.0064,0.0069,0.007
0.0046,0.0049,0.0054
0.0041,0.0043,0.0044
0.0053,0.0068,0.0063
0.0048,0.0046,0.0048
0.0055,0.006,0.0061
0.0089,0.0074,0.0086
0.006,0.006,0.0064
0.0096,0.0086,0.0096
0.0108,0.0091,0.0104
0.0127,0.0107,0.0122
0.0083,0.0088,0.009
0.0068,0.0063,0.0067
0.0061,0.0056,0.0065
0.0029,0.0029,0.0033
0.006,0.0067,0.0073
0.0043,0.0044,0.0045
0.0109,0.0097,0.0108
0.006,0.0053,0.006
0.0067,0.0056,0.0064
0.0111,0.0111,0.0118
0.0046,0.0066,0.0059
0.0069,0.0064,0.0073
0.0044,0.0045,0.0049
0.0053,0.0056,0.0057
0.0063,0.0055,0.0061
0.0033,0.0025,0.0031
0.003,0.0029,0.0032
0.0046,0.0042,0.0047
0.0039,0.0035,0.0042
0.0072,0.0073,0.0075
0.0073,0.0099,0.0091
0.0092,0.0101,0.0101
0.0089,0.0086,0.0093
0.0053,0.0045,0.0056
0.0108,0.0103,0.0107
0.0059,0.0054,0.0058
0.0055,0.0052,0.0055
0.0053,0.0055,0.0055
0.0045,0.0043,0.0046
0.006,0.0082,0.0075
0.0047,0.0056,0.0055
0.0047,0.005,0.005
0.005,0.0053,0.0054
0.0046,0.0057,0.0057
0.0068,0.0062,0.0073
0.0065,0.0074,0.0072
0.0052,0.007,0.0063
0.0123,0.0128,0.0129
0.0051,0.0066,0.0061
0.0086,0.0076,0.0089
0.0044,0.0054,0.0055
0.0107,0.0119,0.0122
0.0063,0.0065,0.0068
0.0048,0.0052,0.0054
0.0092,0.0099,0.0101
0.0053,0.006,0.0062
0.008,0.0082,0.0084
0.0065,0.0103,0.01
0.0044,0.0044,0.0068
0.0067,0.006,0.0081
0.0074,0.0058,0.0073
0.0081,0.0076,0.0084
0.0074,0.008,0.0083
0.0114,0.0108,0.0116
0.0043,0.0046,0.0047
0.0039,0.0037,0.0042
0.0082,0.0077,0.008
0.0081,0.0083,0.0085
0.0111,0.0118,0.0115
0.0162,0.0139,0.0154
0.0084,0.0087,0.0086
0.0134,0.0136,0.0144
0.0079,0.0084,0.009
0.0017,0.0027,0.0023
0.0047,0.005,0.0049
0.0038,0.0038,0.004
0.002,0.0029,0.0025
0.0032,0.0037,0.0037
0.0049,0.0049,0.0053
0.0074,0.009,0.0095
0.0071,0.0078,0.0077
0.0049,0.0048,0.0051
0.0057,0.0061,0.0061
0.0071,0.0056,0.0066
0.0092,0.0087,0.0093
0.0043,0.0037,0.0042
0.0075,0.0085,0.0082
0.0056,0.0043,0.0058
0.0055,0.0046,0.0059
0.0059,0.004,0.0062
0.0061,0.0061,0.0066
0.0045,0.0044,0.0048
0.0069,0.007,0.0074
0.0075,0.0078,0.008
0.0035,0.0029,0.0033
0.0057,0.0064,0.0063
0.0051,0.0052,0.0052
0.0041,0.005,0.0049
0.0041,0.0058,0.0053
0.004,0.0049,0.0048
0.0056,0.0068,0.0063
0.003,0.0032,0.0033
0.0055,0.0045,0.0053
0.0028,0.0028,0.0028
0.0046,0.0036,0.0043
0.0028,0.0032,0.0032
0.0032,0.003,0.0032
0.0041,0.0043,0.0043
0.0031,0.0038,0.0036
0.004,0.004,0.0041
0.0083,0.0073,0.0086
0.0049,0.0049,0.0051
0.0045,0.0047,0.0047
0.0066,0.0075,0.0071
0.0044,0.0049,0.0047
0.0058,0.0047,0.0063
0.0092,0.0101,0.0103
0.0034,0.0039,0.0041
0.0033,0.005,0.0045
0.0061,0.0045,0.0056
0.0037,0.0047,0.0044
0.0069,0.0084,0.008
0.0064,0.0087,0.0079
0.0043,0.0058,0.0055
0.0075,0.0062,0.0072
0.0078,0.0095,0.0091
0.0059,0.007,0.0066
0.0113,0.0127,0.013
0.0124,0.0109,0.0123
0.0069,0.0066,0.0071
0.0086,0.0095,0.0095
0.0083,0.0067,0.0079
0.0058,0.0068,0.0064
0.0072,0.0074,0.0076
0.0065,0.007,0.0068
0.0041,0.004,0.0042
0.0052,0.0047,0.0052
0.0068,0.0079,0.0079
0.0075,0.0094,0.0088
0.0071,0.0075,0.0075
0.0129,0.0134,0.0134
0.009,0.0085,0.0091
0.006,0.0053,0.0062
0.0038,0.0051,0.0046
0.0043,0.0037,0.0044
0.0061,0.0058,0.0061
0.0051,0.0033,0.0054
0.0039,0.0026,0.0038
0.0058,0.004,0.0051
0.0031,0.002,0.0032
0.0055,0.0038,0.007
0.0044,0.0032,0.0042
0.0038,0.0032,0.0036
0.0025,0.002,0.0023
0.0043,0.0046,0.0047
0.0035,0.0045,0.0048
0.005,0.0034,0.0061
0.005,0.0051,0.0065
0.0085,0.0074,0.0097
0.0047,0.0032,0.0046
0.0056,0.0043,0.0054
0.0121,0.0122,0.0126
0.0055,0.0058,0.006
0.0061,0.0066,0.0064
0.0051,0.0043,0.0053
0.0065,0.0067,0.007
0.0041,0.0053,0.005
0.009,0.01,0.0096
0.0056,0.0054,0.006
0.0058,0.0052,0.0059
0.0022,0.0024,0.0024
0.0044,0.0052,0.005
0.005,0.0047,0.0052
0.0041,0.0044,0.0044
0.0048,0.0045,0.0047
0.0063,0.0076,0.0075
0.0056,0.0056,0.0063
0.0051,0.006,0.0059
0.0071,0.0061,0.0069
0.0049,0.005,0.0053
0.0057,0.0076,0.0072
0.0027,0.0059,0.0053
0.0029,0.0054,0.005
0.0033,0.005,0.0046
0.0037,0.0061,0.0055
0.0069,0.0084,0.0083
0.0035,0.0056,0.0054
0.0026,0.0045,0.0043
0.0053,0.0066,0.0067
0.0028,0.0046,0.0042
0.0023,0.0037,0.0034
0.0028,0.0038,0.0036
0.0049,0.0082,0.0075
0.0014,0.0028,0.0025
0.0059,0.0075,0.0074
0.004,0.007,0.0061
0.0046,0.0053,0.0058
0.0039,0.004,0.0047
0.0047,0.0059,0.0057
0.0145,0.0145,0.0149
0.0041,0.0045,0.0045
0.0052,0.0048,0.0052
0.0066,0.006,0.0065
0.0058,0.0056,0.006
0.0039,0.0041,0.0041
0.0033,0.0036,0.0036
0.0055,0.0049,0.0054
0.0042,0.0045,0.0055
0.0097,0.0078,0.0114
0.0061,0.0041,0.0075
0.0029,0.0043,0.0049
0.0049,0.0063,0.0057
0.0057,0.0047,0.0054
0.0048,0.0054,0.0052
0.0038,0.0042,0.0041
0.0059,0.0058,0.0061
0.0059,0.006,0.006
0.0083,0.0081,0.009
0.0076,0.0079,0.0081
0.004,0.0056,0.005
0.0104,0.0107,0.0108
0.0053,0.0046,0.0051
0.0041,0.0048,0.0046
0.0049,0.005,0.0051
0.0081,0.0083,0.0084
0.0065,0.0064,0.0066
0.0069,0.0052,0.0063
0.0065,0.0062,0.0066
0.0034,0.0032,0.0036
0.0056,0.0046,0.0054
0.0038,0.0046,0.0044
0.0042,0.0034,0.0039
0.0029,0.0034,0.0033
0.0043,0.006,0.0054
0.0058,0.0067,0.0067
0.0048,0.0045,0.005
0.0043,0.0048,0.005
0.0047,0.0047,0.0052
0.002,0.0019,0.0021
0.0051,0.0045,0.0051
0.0069,0.0048,0.0061
0.0108,0.0081,0.0097
0.0064,0.0063,0.0066
0.0077,0.0059,0.007
0.0043,0.0048,0.0049
0.0037,0.0043,0.0047
0.0096,0.0079,0.0096
0.0108,0.0134,0.0136
0.0032,0.0042,0.004
0.0054,0.0054,0.0058
0.0039,0.0041,0.0043
0.0044,0.0042,0.0044
0.0039,0.0037,0.004
0.0074,0.0086,0.0083
0.0057,0.0071,0.0066
0.0134,0.0136,0.0137
0.0069,0.0072,0.0072
0.0058,0.006,0.006
0.0042,0.004,0.0042
0.0066,0.0061,0.0065
0.0081,0.0077,0.0081
0.0097,0.0104,0.0103
0.0083,0.0081,0.0083
0.0071,0.0107,0.0119
0.0056,0.0066,0.0067
0.0065,0.0088,0.0082
0.0076,0.0065,0.0074
0.004,0.005,0.0051
0.0057,0.0066,0.0067
0.0046,0.0052,0.0052
0.0097,0.0115,0.012
0.0099,0.0059,0.0094
0.0066,0.0072,0.0078
0.0058,0.0058,0.0065
0.0084,0.007,0.0084
0.0036,0.0023,0.0039
0.0077,0.0098,0.0096
0.0056,0.0067,0.0075
0.0045,0.006,0.0065
0.0078,0.0078,0.0085
0.0055,0.0072,0.0065
0.0087,0.0116,0.0108
0.0032,0.0037,0.0037
0.0039,0.0035,0.0042
0.0052,0.0046,0.0051
0.0075,0.0061,0.0072
0.008,0.0085,0.0087
0.0078,0.0075,0.0082
0.0074,0.0075,0.0077
0.0075,0.0079,0.0079
0.0043,0.0045,0.0044
0.0037,0.0045,0.0041
0.0036,0.0044,0.004
0.0052,0.0063,0.006
0.0053,0.0053,0.0055
0.0033,0.0032,0.0035
0.0046,0.0063,0.0059
0.0068,0.0075,0.0084
0.0048,0.0056,0.0057
0.0067,0.0069,0.0072
0.009,0.0099,0.0106
0.0088,0.0076,0.0086
0.0075,0.0086,0.009
0.0092,0.0108,0.0104
0.0084,0.0097,0.0095
0.0104,0.0113,0.0118
0.0097,0.0086,0.0093
0.0059,0.0069,0.0065
0.006,0.0068,0.0066
0.0058,0.0056,0.0059
0.0053,0.0065,0.006
0.0052,0.0055,0.0059
0.0073,0.0097,0.0088
0.0076,0.0084,0.0083
0.0048,0.0055,0.0053
0.0082,0.0086,0.0088
0.0069,0.0072,0.0075
0.0042,0.0048,0.0049
0.0061,0.0084,0.0076
0.004,0.0034,0.0038
0.0036,0.0037,0.0038
0.0065,0.0072,0.0071
0.0047,0.0053,0.0055
0.0047,0.0055,0.0059
0.0054,0.0058,0.0057
0.0058,0.0091,0.008
0.0053,0.006,0.0058
0.0173,0.0165,0.0175
0.006,0.0058,0.0061
0.0046,0.0046,0.0047
0.0074,0.0073,0.0075
0.0097,0.0099,0.0101
0.0064,0.0053,0.0061
0.004,0.0025,0.0033
0.0068,0.0059,0.0065
0.0082,0.0073,0.0082
0.0054,0.0058,0.0061
0.0049,0.0059,0.0056
0.0094,0.0093,0.0099
0.0076,0.0066,0.0073
0.0038,0.0034,0.0037
0.0057,0.0076,0.0069
0.0073,0.007,0.0076
0.0035,0.0032,0.0034
0.0047,0.0043,0.0047
0.0075,0.0074,0.0087
0.0051,0.0042,0.0051
0.0052,0.0072,0.0064
0.0068,0.0054,0.0062
0.0032,0.0027,0.0032
0.0055,0.0056,0.0058
0.0043,0.0054,0.005
0.011,0.0106,0.011
0.0068,0.0065,0.0067
0.0066,0.0072,0.0071
0.003,0.0041,0.0036
0.0066,0.0065,0.0068
0.008,0.0082,0.0082
0.0044,0.0047,0.0047
0.0034,0.0036,0.0037
0.0053,0.0066,0.0061
0.0061,0.0069,0.0069
0.0054,0.0049,0.0054
0.0053,0.0059,0.0057
0.0028,0.0035,0.0033
0.0098,0.0087,0.0093
0.0072,0.0083,0.0077
0.0076,0.0075,0.0076
0.0155,0.0151,0.0154
0.0062,0.0062,0.0064
0.0074,0.0072,0.0074
0.0073,0.0055,0.0065
0.0097,0.0089,0.0094
0.0077,0.008,0.008
0.0061,0.0066,0.0069
0.0049,0.005,0.0053
0.0051,0.0047,0.0057
0.0078,0.0072,0.0077
0.0067,0.0062,0.0068
0.0076,0.0079,0.008
0.0057,0.005,0.0058
0.0055,0.0083,0.0071
0.0042,0.0048,0.0046
0.0053,0.0063,0.0064
0.0069,0.0064,0.0074
0.0032,0.0046,0.0041
0.004,0.0051,0.0047
0.0043,0.0048,0.0047
0.0058,0.006,0.006
0.0069,0.0075,0.0078
0.0051,0.0055,0.0055
0.0069,0.0068,0.0072
0.007,0.006,0.0067
0.0057,0.007,0.0066
0.0045,0.0052,0.0051
0.0034,0.0041,0.0038
0.0103,0.0095,0.0099
0.0065,0.0066,0.0066
0.0061,0.0051,0.0058
0.006,0.0069,0.0066
0.0081,0.0096,0.0089
0.0066,0.007,0.0143
0.0116,0.0083,0.0127
0.0077,0.0063,0.0104
0.008,0.008,0.0095
0.005,0.0066,0.0064
0.0076,0.0087,0.0087
0.0073,0.0083,0.0083
0.0056,0.0081,0.0074
0.0074,0.0068,0.0079
0.0043,0.004,0.0053
0.0038,0.0044,0.0048
0.0063,0.0063,0.007
0.0075,0.0096,0.0087
0.011,0.0083,0.01
0.0101,0.0086,0.0099
0.0063,0.0055,0.0063
0.0061,0.0058,0.0064
0.0084,0.0067,0.0079
0.0057,0.0053,0.0058
0.0061,0.008,0.0076
0.0048,0.0041,0.0046
0.0055,0.0073,0.0073
0.0032,0.0038,0.0036
0.0057,0.0052,0.0056
0.0047,0.007,0.0071
0.0072,0.008,0.0084
0.005,0.0052,0.0057
0.0054,0.0049,0.006
0.0046,0.0046,0.0052
0.0103,0.0083,0.0097
0.0031,0.0029,0.003
0.0048,0.0051,0.005
0.007,0.0079,0.0081
0.0086,0.0086,0.0092
0.0076,0.0081,0.0087
0.0059,0.0064,0.0069
0.0065,0.0063,0.0072
0.0056,0.0064,0.0065
0.0081,0.0085,0.0088
0.0091,0.0107,0.0103
0.0034,0.004,0.0041
0.0034,0.0048,0.0047
0.0073,0.0077,0.0078
0.0126,0.0126,0.0129
0.0067,0.0057,0.0062
0.0042,0.0045,0.0047
0.004,0.0048,0.0047
0.006,0.0064,0.0065
0.0037,0.0043,0.0042
0.0021,0.0028,0.0024
0.0064,0.0058,0.0079
0.0063,0.0066,0.0065
0.0065,0.0069,0.0067
0.0091,0.009,0.0094
0.0099,0.0087,0.0095
0.0072,0.0069,0.0074
0.0085,0.0075,0.0083
0.0104,0.0093,0.0103
0.0105,0.0111,0.011
0.0069,0.0056,0.0066
0.0051,0.0053,0.0052
0.0053,0.0086,0.0079
0.01,0.0094,0.0112
0.0096,0.0094,0.0104
0.0097,0.0111,0.0117
0.0083,0.0069,0.0084
0.0134,0.0124,0.0145
0.0086,0.008,0.01
0.0061,0.0073,0.0072
0.0058,0.0076,0.0071
0.004,0.0045,0.0049
0.0064,0.0093,0.0088
0.0119,0.0109,0.0121
0.0069,0.0071,0.0076
0.0069,0.0096,0.0095
0.0051,0.0064,0.0063
0.0056,0.0054,0.0058
0.0028,0.0051,0.0042
0.0089,0.0095,0.0095
0.0035,0.0052,0.0055
0.006,0.0101,0.0096
0.0041,0.0068,0.006
0.003,0.0065,0.0054
0.0054,0.0066,0.0072
0.0046,0.0055,0.0056
0.0067,0.0074,0.0075
0.0046,0.0066,0.0062
0.0032,0.0056,0.0047
0.0053,0.0047,0.0052
0.0075,0.0039,0.0069
0.0056,0.005,0.0059
0.0063,0.006,0.007
0.0083,0.0094,0.01
0.0095,0.0099,0.0105
0.0081,0.0069,0.0083
0.0054,0.0073,0.0072
0.0071,0.0068,0.0091
0.0101,0.0087,0.0106
0.0084,0.0091,0.0089
0.011,0.0111,0.0112
0.0073,0.0064,0.007
0.0064,0.0068,0.0071
0.0056,0.006,0.0062
0.0046,0.0066,0.0059
0.0078,0.0089,0.0086
0.0042,0.0046,0.0046
0.0071,0.0091,0.0085
0.0125,0.0109,0.0123
0.0061,0.0064,0.0065
0.006,0.006,0.0062
0.006,0.0041,0.0054
0.0051,0.0054,0.0056
0.003,0.0036,0.0034
0.0039,0.0041,0.0043
0.0038,0.004,0.0041
0.0048,0.0059,0.0058
0.0066,0.0074,0.0073
0.004,0.0048,0.0047
0.0043,0.0052,0.0052
0.0111,0.0116,0.0115
0.008,0.0079,0.0079
0.0097,0.0083,0.0092
0.0077,0.0079,0.008
0.0053,0.005,0.0053
0.0051,0.0059,0.0056
0.0053,0.0059,0.0058
0.0053,0.0071,0.0066
0.005,0.0068,0.0062
0.0056,0.0041,0.0052
0.0042,0.0052,0.0061
0.0043,0.0039,0.0054
0.0079,0.0065,0.0081
0.0046,0.0054,0.0068
0.0055,0.0064,0.0074
0.0045,0.0041,0.0044
0.0037,0.0041,0.004
0.008,0.0074,0.0088
0.0061,0.0063,0.0064
0.0053,0.0056,0.0057
0.0071,0.0062,0.0073
0.0048,0.005,0.0051
0.0067,0.0072,0.0071
0.0043,0.0046,0.0045
0.0044,0.0042,0.0046
0.0054,0.0052,0.0054
0.0038,0.0043,0.0041
0.0053,0.0046,0.0052
0.0067,0.0064,0.0071
0.0035,0.0037,0.0039
0.0051,0.0056,0.0063
0.0037,0.004,0.0041
0.0041,0.0043,0.0043
0.0062,0.005,0.0057
0.0051,0.0056,0.0056
0.008,0.006,0.0072
0.0086,0.0075,0.0083
0.0078,0.0056,0.007
0.0051,0.0055,0.0054
0.0072,0.0072,0.0074
0.0056,0.0047,0.0054
0.0047,0.0055,0.0052
0.0043,0.0042,0.0043
0.0043,0.0038,0.0042
0.0051,0.0049,0.0052
0.0039,0.0041,0.0043
0.0032,0.0038,0.0043
0.0041,0.004,0.0044
0.0118,0.0103,0.0117
0.0079,0.0084,0.0083
0.0066,0.0067,0.0067
0.0076,0.0074,0.0085
0.0078,0.006,0.0078
0.0057,0.0077,0.0074
0.008,0.0129,0.0111
0.0093,0.0095,0.0097
0.0058,0.0068,0.0066
0.0088,0.0077,0.0085
0.0112,0.011,0.0113
0.0086,0.0094,0.0094
0.0099,0.0102,0.0103
0.0068,0.0085,0.008
0.0066,0.0076,0.0074
0.0049,0.0048,0.0049
0.0061,0.0071,0.007
0.0047,0.0048,0.0048
0.0053,0.0065,0.0061
0.0071,0.0071,0.0074
0.0077,0.0094,0.0089
0.0033,0.0057,0.0047
0.0068,0.0068,0.0073
0.0053,0.006,0.0062
0.0085,0.0093,0.0091
0.0105,0.0117,0.0115
0.0039,0.0046,0.0048
0.0127,0.012,0.0137
0.0056,0.0053,0.0058
0.0091,0.0079,0.0088
0.0059,0.0058,0.0063
0.0055,0.0055,0.0058
0.0063,0.0053,0.0062
0.0085,0.0088,0.0088
0.0088,0.0088,0.0092
0.0072,0.0072,0.0076
0.0079,0.008,0.0084
0.0056,0.006,0.0058
0.0061,0.0066,0.0065
0.0046,0.0057,0.0052
0.004,0.0038,0.0039
0.0071,0.0071,0.0076
0.0054,0.0046,0.0054
0.0041,0.0045,0.0043
0.0053,0.0055,0.0054
0.0047,0.0045,0.0047
0.0053,0.0055,0.0057
0.0054,0.0055,0.0056
0.0079,0.0076,0.0081
0.0064,0.0066,0.0068
0.006,0.0055,0.006
0.005,0.0046,0.005
0.01,0.0076,0.0097
0.007,0.0062,0.007
0.0062,0.0065,0.0072
0.0064,0.008,0.0089
0.004,0.0031,0.0041
0.0095,0.0066,0.0092
0.0053,0.0053,0.0059
0.0079,0.0101,0.0109
0.0099,0.0126,0.0121
0.0024,0.0054,0.0044
0.0049,0.007,0.0063
0.006,0.0084,0.0083
0.0034,0.0044,0.0044
0.0054,0.0055,0.0068
0.0079,0.0067,0.01
0.0088,0.0091,0.0104
0.0043,0.0059,0.0053
0.0063,0.0071,0.0072
0.0052,0.0056,0.0059
0.0083,0.0084,0.0088
0.0095,0.0128,0.012
0.0061,0.0053,0.0063
0.0079,0.0098,0.0112
0.0068,0.0078,0.0083
0.0112,0.012,0.0128
0.0066,0.007,0.0073
0.0064,0.0069,0.0076
0.0059,0.0069,0.0065
0.006,0.0061,0.0063
0.0042,0.0051,0.0047
0.0102,0.0078,0.0097
0.0069,0.0061,0.0066
0.0052,0.0068,0.0062
0.0047,0.0051,0.0053
0.0048,0.0067,0.0063
0.0069,0.007,0.0072
0.0046,0.0038,0.0046
0.0038,0.0037,0.0042
0.0054,0.0055,0.006
0.0066,0.0058,0.0066
0.0093,0.0098,0.0105
0.0069,0.0085,0.0084
0.0074,0.0058,0.0085
0.01,0.0093,0.0105
0.0054,0.0048,0.006
0.007,0.005,0.0063
0.0058,0.0057,0.0059
0.0057,0.0058,0.006
0.009,0.0089,0.0093
0.0066,0.0072,0.0071
0.0052,0.0057,0.0056
0.0064,0.0061,0.0063
0.0078,0.0088,0.0085
0.0044,0.004,0.0043
0.0053,0.0052,0.0055
0.0077,0.0083,0.0081
0.0051,0.0054,0.0054
0.009,0.0097,0.0101
0.0093,0.013,0.0122
0.0082,0.0083,0.0089
0.0056,0.0069,0.0067
0.006,0.0068,0.0074
0.0089,0.0079,0.009
0.0115,0.0113,0.012
0.0063,0.0074,0.0072
0.0067,0.0072,0.0073
0.0079,0.0082,0.0083
0.0056,0.0067,0.0063
0.0077,0.0083,0.0083
0.0055,0.005,0.0053
0.0078,0.0081,0.008
0.0068,0.0073,0.0075
0.0063,0.0049,0.0057
0.0069,0.007,0.0073
0.0026,0.0038,0.0035
0.006,0.0074,0.0069
0.013,0.0131,0.0137
0.008,0.01,0.0098
0.0087,0.0087,0.009
0.0081,0.0079,0.0084
0.0056,0.0065,0.0064
0.0133,0.0118,0.0137
0.006,0.0084,0.0075
0.0086,0.0111,0.011
0.0088,0.0102,0.0097
0.0116,0.0229,0.0204
0.0055,0.0059,0.006
0.0061,0.0067,0.0069
0.0079,0.0087,0.0091
0.0061,0.0057,0.0063
0.0057,0.0055,0.0057
0.0029,0.0042,0.0037
0.0086,0.009,0.0088
0.0102,0.0109,0.0106
0.003,0.0022,0.0028
0.0034,0.0034,0.0035
0.0045,0.0062,0.0056
0.0061,0.0062,0.0064
0.0048,0.005,0.0051
0.0111,0.0119,0.0118
0.0097,0.0091,0.0113
0.0083,0.0086,0.0086
0.0074,0.0081,0.0082
0.0047,0.0067,0.0061
0.0053,0.0065,0.0063
0.0042,0.0062,0.0056
0.0056,0.0064,0.0065
0.0091,0.0095,0.0098
0.0084,0.0108,0.0104
0.0044,0.0057,0.0053
0.0083,0.0081,0.0087
0.0075,0.0079,0.0081
0.0108,0.0118,0.0124
0.0158,0.0185,0.0227
0.021,0.0177,0.0224
0.0051,0.0051,0.0058
0.0045,0.0055,0.0058
0.0098,0.0105,0.0107
0.0059,0.0072,0.0072
0.0089,0.0113,0.0115
0.0073,0.0081,0.0083
0.0033,0.0047,0.0045
0.0092,0.0089,0.0095
0.0052,0.0066,0.0063
0.0063,0.0075,0.0072
0.0088,0.0096,0.0096
0.0083,0.0099,0.0094
0.0075,0.009,0.0085
0.0074,0.0088,0.0086
0.0038,0.0054,0.0048
0.0075,0.0085,0.0082
0.0049,0.005,0.0054
0.0066,0.0063,0.0068
0.004,0.0039,0.0043
0.0051,0.0046,0.0052
0.0069,0.0066,0.0075
0.0049,0.0048,0.0051
0.0059,0.0056,0.006
0.0056,0.0059,0.0059
0.0066,0.0067,0.007
0.0051,0.0071,0.0065
0.0043,0.0074,0.0066
0.0047,0.0056,0.0054
0.0041,0.006,0.0054
0.0032,0.0051,0.0045
0.0057,0.0074,0.0071
0.0036,0.0059,0.0049
0.0048,0.0057,0.0055
0.006,0.0073,0.007
0.0076,0.0072,0.0078
0.0096,0.0104,0.0102
0.0044,0.005,0.0052
0.0098,0.0097,0.01
0.0038,0.0032,0.0035
0.003,0.0035,0.0033
0.0085,0.0083,0.0084
0.0052,0.0043,0.0048
0.0064,0.0056,0.0061
0.0074,0.007,0.0073
0.0063,0.0073,0.0069
0.0059,0.0061,0.0061
0.0094,0.0088,0.0093
0.0067,0.0078,0.0074
0.0111,0.0108,0.0109
0.0046,0.0049,0.0048
0.0061,0.0073,0.0069
0.0109,0.0108,0.0109
0.0062,0.0058,0.0061
0.0072,0.0073,0.0073
0.0058,0.0049,0.0055
0.0059,0.0059,0.006
0.0057,0.0063,0.0061
0.0064,0.0067,0.0066
0.0056,0.0055,0.0058
0.0054,0.0045,0.005
0.0054,0.0054,0.0057
0.0076,0.0072,0.0078
0.0062,0.0065,0.0065
0.0051,0.0062,0.006
0.006,0.0047,0.0054
0.0082,0.0084,0.0084
0.005,0.006,0.0058
